Job Title,Company,Location,Salary,Skills,Description
Senior Software Engineer - Integration,Bloomberg,NY,$160K - $240K (Employer est.),"React, .NET Core, C#, Bloomberg, Java","The goal of Bloomberg Connectivity & Integration (BCI) group is to provide a platform for customers to integrate Bloomberg products with their own highly…&hellip;
Skills: React, .NET Core, C#, Bloomberg, Java"
Software Development Engineer in Test,FlexTrade,NY,$80K - $100K (Employer est.),"C#, Continuous integration, Software development, Linux, Python","Through deep client partnerships with some of the world's largest, most complex and demanding capital markets firms, we develop the flexible tools, technology…&hellip;
Skills: C#, Continuous integration, Software development, Linux, Python"
SOFTWARE ENGINEER,ComTec Solutions LLC,NY,$95K - $125K (Employer est.),"Crystal Reports, Visual Basic, C#, Microsoft SQL Server, SSRS","Valid driver’s license in your state of residence and reliable personal vehicle. Provide classroom training to end users on Microsoft SSRS, Crystal Reports, and…&hellip;
Skills: Crystal Reports, Visual Basic, C#, Microsoft SQL Server, SSRS"
Front-End Developer- AI Trainer,DataAnnotation,NY,$40.00 Per Hour (Employer est.),"Writing skills, C#, English, SQL, C++","You can work on your own schedule. A bachelor's degree (completed or in progress). You will work with the chatbots that we are building in order to measure…&hellip;
Skills: Writing skills, C#, English, SQL, C++"
"Senior Software Engineer, Full Stack",Capital One,NY,Not Provided,"Azure, Go, CSS, Kubernetes, NoSQL","Collaborate with and across Agile teams to design, develop, test, implement, and support technical solutions in full-stack development tools and technologies.&hellip;
Skills: Azure, Go, CSS, Kubernetes, NoSQL"
Industrial Automation – Senior Controls Engineer,Adaptec Solutions,NY,$100K - $130K (Employer est.),"AutoCAD, OSHA, Schematics, Fanuc, NEC","The Senior Control Systems Engineer is responsible for leading the design, integration, and optimization of electrical control systems for conveyors, robotics,…&hellip;
Skills: AutoCAD, OSHA, Schematics, Fanuc, NEC"
RPG Programmer,"Vormittag Associates, Inc.",NY,$32.00 - $62.00 Per Hour (Employer est.),"ASP.NET, XML, DB2, Java, SQL","Proficient in IBM I-Series AS/400 Technology using programming languages RPG III, RPG IV, ILE, CL/400, CLLE, SQLRPGLE, Free Format RPG Programming and DB2/400…&hellip;
Skills: ASP.NET, XML, DB2, Java, SQL"
"Senior Software Engineer, Site Reliability (Bank Modernization)",Capital One,NY,Not Provided,"System administration, Go, Kubernetes, Ansible, DevOps","Collaborate with and across Agile teams to design, develop, test, implement, and support technical solutions in full-stack development tools and technologies.&hellip;
Skills: System administration, Go, Kubernetes, Ansible, DevOps"
Full Stack Web Developer,"AMAC, Inc.",NY,$80K - $90K (Employer est.),"MVC, CSS, React, WordPress, Web development","Collaborate across the engineering department to ensure adherence to best practices. Strong knowledge of software principles, application architecture, data…&hellip;
Skills: MVC, CSS, React, WordPress, Web development"
Back End Developer,Technology Holdings North America Inc.,NY,$150K - $200K (Employer est.),"Cloud infrastructure, Go, Cassandra, Kubernetes, Google Cloud Platform","Collaborate with cross-functional teams to design and implement backend services using Golang and other relevant technologies. Unix Systems: 3 years (Required).&hellip;
Skills: Cloud infrastructure, Go, Cassandra, Kubernetes, Google Cloud Platform"
DevOps Engineer,Recruitment Room America,NY,$150K - $220K (Employer est.),"CI/CD, DevOps, AWS, Terraform","Be a critical part of the technical infrastructure roadmap. Experience with monitoring, logging, and observability tools. What we're looking for.&hellip;
Skills: CI/CD, DevOps, AWS, Terraform"
Software Engineer,"Morgan & Morgan, P.A.",NY,$120K - $200K (Employer est.),Personal injury law,"The anticipated full-time annualized salary range will be contingent upon various factors, including but not limited to, relevant experience, market data, job…&hellip;
Skills: Personal injury law"
Senior Software Engineer - USDS,TikTok,NY,$194K - $355K (Employer est.),"Go, React, Social media management, Relational databases, NoSQL","You're skilled at articulating technical concepts to a broad range of technical and non-technical stakeholders, including through approachable documentation.&hellip;
Skills: Go, React, Social media management, Relational databases, NoSQL"
Manager of DevOps Engineering | Information Technology,Rockefeller University,NY,$125K - $150K (Employer est.),"CI/CD, Computer science, TCP, System administration, Azure","Must possess at least 3 years of experience in computer science, applied mathematics, engineering, or a related technical field, required.&hellip;
Skills: CI/CD, Computer science, TCP, System administration, Azure"
"Senior Software Engineer, 1",Dotdash Meredith,NY,$145K - $160K (Employer est.),"Jira, Node.js, CSS, Kubernetes, NoSQL","Independently develop componentized, responsive and elegant SPA functionality with an eye toward streamlined, design-driven UX, building primarily in VueJS +…&hellip;
Skills: Jira, Node.js, CSS, Kubernetes, NoSQL"
Senior Software Engineer,Northwell Health,NY,$105K - $183K (Employer est.),"Relational databases, Visual Studio, Microsoft SQL Server, Databases, SQL","Forms technical documents such as a design specification document. Operates under limited guidance and work assignments involve moderately complex to complex…&hellip;
Skills: Relational databases, Visual Studio, Microsoft SQL Server, Databases, SQL"
"Software Engineer, Fullstack",CLEAR - Corporate,NY,$150K - $180K (Employer est.),"Data modeling, React, Kubernetes, Java, AWS","Articulating technical concepts to a mixed audience of technical and non-technical stakeholders. Develop and deliver code across the full stack, driving…&hellip;
Skills: Data modeling, React, Kubernetes, Java, AWS"
"Software Engineer, Services",Canoe Intelligence,NY,$130K - $165K (Employer est.),"Computer science, Microservices, AWS, Docker, PostgreSQL","Bachelor's or Master's degree in Computer Science, Engineering, or a related field (or equivalent experience). Building low-latency and high-volume APIs.&hellip;
Skills: Computer science, Microservices, AWS, Docker, PostgreSQL"
"Senior Software Engineer, Backend",Parabola,NY,$160K - $195K (Employer est.),"CNC programming, CI/CD, Data modeling, Kubernetes, Ansible","Leading major backend engineering projects from ideation to implementation, deployment, documentation, and ongoing iteration.&hellip;
Skills: CNC programming, CI/CD, Data modeling, Kubernetes, Ansible"
FullStack-Senior Software Engineer,Intuit,NY,$162K - $219K (Employer est.),"CI/CD, Backbone.js, Computer science, React, Relational databases","Be responsible for roughly 80-90% hands-on coding and serve as a technical leader by mentoring junior engineers and applying technical expertise to challenging…&hellip;
Skills: CI/CD, Backbone.js, Computer science, React, Relational databases"
Bioinformatics Software Engineer- Pharmacological Sciences,Mount Sinai,NY,$72K - $109K (Employer est.),"Node.js, React, Kubernetes, Git, Research","Author and manage technical documentation that concisely describes design and implementation details. The Bioinformatics Software Engineer will collaborate with…&hellip;
Skills: Node.js, React, Kubernetes, Git, Research"
"Full Stack Software Engineer, Manager",Capital One,NY,Not Provided,"Azure, Go, Management, CSS, Kubernetes","Capital One will consider for employment qualified applicants with a criminal history in a manner consistent with the requirements of applicable laws regarding…&hellip;
Skills: Azure, Go, Management, CSS, Kubernetes"
"Manager, Software Engineering",Clever Devices Ltd.,NY,$125K - $210K (Employer est.),"Computer science, Kubernetes, C#, Test automation, Microsoft SQL Server","Understand and discuss technical concepts with technical and non-technical staff. Comfortable speaking and interacting with technical and non-technical people.&hellip;
Skills: Computer science, Kubernetes, C#, Test automation, Microsoft SQL Server"
Backend Engineer,Bevel,NY,$120K - $160K (Employer est.),"TypeScript, Python","Continuously iterate on the engineering process and culture. The first product we are building is a mobile app that connects your health data across different…&hellip;
Skills: TypeScript, Python"
"Software Engineer, OS Frameworks - Reality Labs",Meta,NY,$56.25 Per Hour (Employer est.),"Computer science, iOS, Windows, Android, Java","Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience.&hellip;
Skills: Computer science, iOS, Windows, Android, Java"
"Software Engineer, Reliability",Point72,NY,$175K - $250K (Employer est.),"CI/CD, Java, Linux, Communication skills, Python","Develop and maintain automation tools to streamline operations and improve system efficiency. Work closely with fellow software engineers, support, and…&hellip;
Skills: CI/CD, Java, Linux, Communication skills, Python"
Software Developer: Generative AI,"D. E. Shaw & Co., L.P.",NY,$200K - $250K (Employer est.),"Software development, AI","By making GAI more accessible for both technical and non-technical users across the firm, you’ll drive substantial business impact.&hellip;
Skills: Software development, AI"
Full-Stack Founding Software Engineer,Brooklyn Navy Yard Development Corporation,NY,$140K (Employer est.),"Cloud infrastructure, Bootstrap, React, System design, English","Your core responsibility will be to work with other engineers on building the tenant and property owner facing features of our software product, as well as…&hellip;
Skills: Cloud infrastructure, Bootstrap, React, System design, English"
Senior Lead Software Engineer,Capital One,NY,Not Provided,"Azure, Go, Management, Kubernetes, NoSQL","Capital One will consider for employment qualified applicants with a criminal history in a manner consistent with the requirements of applicable laws regarding…&hellip;
Skills: Azure, Go, Management, Kubernetes, NoSQL"
"Graphics Software Engineer, Rendering - Reality Labs",Meta,NY,$70.67 Per Hour (Employer est.),"Computer science, Spark, C++, 3ds Max, C","Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience.&hellip;
Skills: Computer science, Spark, C++, 3ds Max, C"
Software Engineer,Savvy Wealth,NY,$140K - $177K (Employer est.),"Microsoft Excel, React, Web development, Research, SQL","You will be responsible for leading projects from inception to production while partnering closely with product, design, and business partners.&hellip;
Skills: Microsoft Excel, React, Web development, Research, SQL"
Software Development Engineer II (70007672),Optimum,NY,$100K - $165K (Employer est.),"Management, Test automation, Git, Test-driven development, C++","You will collaborate with cross-functional teams to design, implement, and test software that powers cutting-edge broadband devices, ensuring optimal…&hellip;
Skills: Management, Test automation, Git, Test-driven development, C++"
"Software Development Engineer in Test Graduate (TikTok Global E-Commerce, USDS) - 2024 Start (BS, MS)",TikTok,NY,$123K (Employer est.),"CI/CD, Computer science, Go, iOS, Java","Solid knowledge of computer field fundamentals for networking, database and algorithms. Design reasonable test plan according to the requirements and technical…&hellip;
Skills: CI/CD, Computer science, Go, iOS, Java"
Senior Software Engineer,Capital One,NY,Not Provided,"Azure, Go, CSS, Kubernetes, NoSQL","Collaborate with and across Agile teams to design, develop, test, implement, and support technical solutions in full-stack development tools and technologies.&hellip;
Skills: Azure, Go, CSS, Kubernetes, NoSQL"
"Senior Software Engineer, Full Stack (Python, ML, JavaScript, AWS)",Capital One,NY,Not Provided,"Azure, Go, CSS, Kubernetes, DevOps","Collaborate with and across Agile teams to design, develop, test, implement, and support technical solutions in full-stack development tools and technologies.&hellip;
Skills: Azure, Go, CSS, Kubernetes, DevOps"
Full Stack Engineer,Kforce,NY,$68.00 - $78.00 Per Hour (Employer est.),"React, PHP, Product management, APIs, Communication skills","Strong communication skills to give team leads timely updates on status of work and call out when you are blocked. Salaried personnel receive paid time off.&hellip;
Skills: React, PHP, Product management, APIs, Communication skills"
Software Engineer,Yext,NY,$120K - $258K (Employer est.),"Data structures, Java, C++, Python","BA/BS in Computer Science, a related field, or a similar college level education. Strong foundation in data structures, algorithms and software design.&hellip;
Skills: Data structures, Java, C++, Python"
Software Quality Engineer,FTS Inc,NY,$45.00 Per Hour (Employer est.),"Test automation, Java, SQL, OOP, C++","Design, develop, and execute test scenarios against software products under development: Testing methods and types (regression, stress, reliability, etc.),…&hellip;
Skills: Test automation, Java, SQL, OOP, C++"
Co-Op Software -Summer/Fall 2025,The Raymond Corporation,NY,$19.50 - $28.00 Per Hour (Employer est.),"C, SDLC","In addition, you will complete forklift training and acquire your forklift operating license in order to assist in your learning of the products, testing of…&hellip;
Skills: C, SDLC"
"Software Engineer, Banking Core","Block, Inc.",NY,$180K - $270K (Employer est.),"Computer science, JUnit, Java, AWS, Software development","As a software engineer on this server engineering team, you will build on this foundation of products by driving the technical design, execution, and delivery…&hellip;
Skills: Computer science, JUnit, Java, AWS, Software development"
